idtransaccion,idcliente,horatransaccion,monto,canal,geolocalizacion,dispositivo_confianza,monto_promedio,ataque,estatus
100303,1,2026-03-16 12:23:48,19.17,ATM,CDMX,False,18.65,0,APROBADA
100304,150,2026-03-18 04:06:01,158.82,APP,CDMX,True,167.65,0,APROBADA
100305,8,2026-03-28 12:00:18,186.1,SUCURSAL,CDMX,True,160.64,0,APROBADA
100306,7,2026-03-19 16:10:43,86.1,SUCURSAL,CDMX,True,91.7,0,APROBADA
100307,7,2026-03-03 05:27:17,91.67,SUCURSAL,CDMX,True,91.7,0,APROBADA
100308,7,2026-03-24 20:31:38,70.41,WEB,CDMX,True,91.7,0,APROBADA
100309,9,2026-03-11 03:24:51,238.82,ATM,CDMX,True,210.6,0,APROBADA
100310,150,2026-03-05 02:20:38,140.84,WEB,CDMX,True,167.65,0,APROBADA
100311,8,2026-03-10 23:44:40,130.23,SUCURSAL,GDL,True,160.64,0,APROBADA
100312,9,2026-03-12 19:59:36,221.81,WEB,CDMX,NO,210.6,0,APROBADA
100313,150,2026-03-01 05:45:13,111.22,SUCURSAL,CDMX,True,167.65,0,APROBADA
100314,9,2026-03-22 01:08:40,225.83,ATM,CDMX,True,210.6,0,APROBADA
100315,9,2026-03-03 01:38:30,244.36,SUCURSAL,CDMX,True,210.6,0,APROBADA
100316,9,2026-03-18 18:50:23,219.76,APP,CDMX,True,210.6,0,APROBADA
100317,7,2026-03-21 19:02:36,95.83,SUCURSAL,MTY,True,91.7,0,APROBADA
100318,1,2026-03-09 11:14:32,23.27,WEB,CDMX,False,18.65,0,APROBADA
100319,150,2026-03-23 00:22:01,191.56,SUCURSAL,CDMX,True,167.65,0,APROBADA
100320,1,2026-03-30 14:09:22,20.25,ATM,CDMX,False,18.65,0,APROBADA
100321,8,2026-03-16 03:28:46,177.92,SUCURSAL,CDMX,True,160.64,0,APROBADA
100322,1,2026-03-02 15:21:41,25.81,APP,CDMX,False,18.65,0,APROBADA
100323,7,2026-03-17 05:35:10,83.91,ATM,CDMX,True,91.7,0,APROBADA
101256,9,2026-03-21 20:11:40,245.97,SUCURSAL,CDMX,True,210.6,0,APROBADA
100325,9,2026-03-19 00:24:00,237.05,WEB,CDMX,True,210.6,0,APROBADA
100326,1,2026-03-23 09:51:55,15.37,WEB,CDMX,False,18.65,0,APROBADA
100327,9,2026-03-17 23:38:24,241.46,SUCURSAL,CDMX,True,210.6,0,APROBADA
100328,150,2026-03-06 02:58:39,126.47,APP,  cdmx  ,True,167.65,0,APROBADA
100329,1,2026-03-09 11:44:09,18.6,SUCURSAL,CDMX,False,18.65,0,APROBADA
100330,7,2026-03-16 20:34:44,78.42,WEB,CDMX,True,91.7,0,APROBADA
100331,8,2026-03-27 14:39:03,178.37,ATM,MTY,True,160.64,0,APROBADA
100332,150,2026-03-17 05:26:43,148.98,SUCURSAL,CDMX,True,167.65,0,APROBADA
100333,1,2026-03-23 09:50:48,20.45,WEB,CDMX,False,18.65,0,APROBADA
100334,7,2026-03-25 14:36:47,76.85,SUCURSAL,CDMX,True,91.7,0,APROBADA
100335,150,2026-03-27 03:34:52,124.67,APP,CDMX,True,167.65,0,APROBADA
100336,9,2026-03-04 21:19:55,238.01,APP,CDMX,True,210.6,0,APROBADA
100337,9,2026-03-28 19:49:51,222.7,WEB,CDMX,True,210.6,0,APROBADA
100338,150,2026-03-21 04:10:39,177.49,WEB,CDMX,True,167.65,0,APROBADA
100339,150,2026-03-12 02:38:34,131.04,WEB,CDMX,True,167.65,0,APROBADA
100340,8,2026-03-28 16:57:43,142.04,APP,CDMX,True,160.64,0,APROBADA
100341,1,2026-03-09 15:41:08,23.94,WEB,CDMX,False,18.65,0,APROBADA
100342,9,2026-03-16 20:36:40,149.06,ATM,CDMX,True,210.6,0,APROBADA
100343,1,2026-03-16 13:47:17,20.98,ATM,CDMX,False,18.65,0,APROBADA
100344,1,2026-03-26 02:25:48,99.87,APP,OTRA,False,18.65,1,NO_APROBADA
100345,7,2026-03-16 08:20:53,103.97,ATM,CDMX,True,91.7,0,APROBADA
100346,9,2026-03-26 23:57:43,240.4,APP,CDMX,True,210.6,0,APROBADA
100347,1,2026-03-09 15:10:28,16.43,SUCURSAL,CDMX,False,18.65,0,APROBADA
100348,7,2026-03-29 20:19:10,74.95,ATM,CDMX,True,91.7,0,APROBADA
100349,7,2026-03-02 12:40:19,75.71,WEB,CDMX,True,91.7,0,APROBADA
100350,7,2026-03-16 02:08:37,70.48,WEB,CDMX,True,91.7,0,APROBADA
100351,8,2026-03-27 03:55:27,113.04,WEB,CDMX,True,160.64,0,APROBADA
100352,1,2026-03-09 11:23:56,23.04,ATM,CDMX,False,18.65,0,APROBADA
100353,7,2026-03-21 21:09:04,91.07,APP,CDMX,True,91.7,0,APROBADA
100354,7,2026-03-21 23:09:58,83.03,SUCURSAL,CDMX,True,91.7,0,APROBADA
100355,1,2026-03-09 15:07:37,23.49,SUCURSAL,CDMX,False,18.65,0,APROBADA
100356,7,2026-03-09 20:05:15,120.87,ATM,CDMX,True,91.7,0,APROBADA
100357,8,2026-03-07 16:38:32,109.91,WEB,CDMX,True,160.64,0,APROBADA
100358,7,2026-03-16 12:07:15,123.32,SUCURSAL,CDMX,True,91.7,0,APROBADA
100359,1,2026-03-16 11:08:24,23.15,SUCURSAL,CDMX,False,18.65,0,APROBADA
100360,1,2026-03-02 13:04:00,25.38,ATM,CDMX,False,18.65,0,APROBADA
100361,9,2026-03-17 22:40:45,216.86,SUCURSAL,CDMX,True,210.6,0,APROBADA
100362,150,2026-03-20 00:17:05,192.69,ATM,CDMX,True,167.65,0,APROBADA
100363,7,2026-03-18 10:25:37,127.21,APP,CDMX,True,91.7,0,APROBADA
100364,7,2026-03-02 07:05:59,73.3,SUCURSAL,CDMX,True,91.7,0,APROBADA
100365,7,2026-03-04 00:45:08,101.38,APP,CDMX,True,91.7,0,APROBADA
100366,8,2026-03-06 11:08:47,185.99,ATM,CDMX,True,160.64,0,APROBADA
100367,8,2026-03-26 13:17:33,161.48,APP,CDMX,True,160.64,0,APROBADA
100368,9,2026-03-15 02:23:03,170.61,SUCURSAL,GDL,True,210.6,0,APROBADA
100369,1,2026-03-30 13:43:46,14.53,APP,CDMX,False,18.65,0,APROBADA
100370,1,2026-03-15 02:47:13,88.52,APP,GDL,False,18.65,1,NO_APROBADA
100371,150,2026-03-26 04:14:20,129.41,WEB,CDMX,True,167.65,0,APROBADA
100372,1,2026-03-23 11:07:32,25.78,APP,CDMX,False,18.65,0,APROBADA
100373,9,2026-03-03 01:55:18,140.96,ATM,CDMX,True,210.6,0,APROBADA
100374,7,2026-03-10 18:50:19,99.6,WEB,CDMX,True,91.7,0,APROBADA
100375,7,2026-03-24 17:48:50,71.43,WEB,CDMX,True,91.7,0,APROBADA
100376,150,2026-03-12 22:21:00,123.47,SUCURSAL,OTRA,True,167.65,0,APROBADA
100377,7,2026-03-14 15:03:09,123.84,ATM,CDMX,True,91.7,0,APROBADA
100378,150,2026-03-14 03:29:47,162.35,APP,CDMX,True,167.65,0,APROBADA
100379,9,2026-03-03 03:36:03,175.0,SUCURSAL,CDMX,True,210.6,0,APROBADA
100380,8,2026-03-30 12:44:53,111.72,ATM,CDMX,True,160.64,0,APROBADA
100381,7,2026-03-05 18:06:09,94.39,APP,CDMX,True,91.7,0,APROBADA
100382,150,2026-03-12 01:28:19,119.19,SUCURSAL,CDMX,True,167.65,0,APROBADA
100383,8,2026-03-27 22:44:38,118.35,APP,CDMX,True,160.64,0,APROBADA
100384,7,2026-03-12 12:32:03,71.86,ATM,CDMX,True,91.7,0,APROBADA
100385,9,2026-03-28 01:35:47,235.26,WEB,CDMX,True,210.6,0,APROBADA
100386,1,2026-03-02 09:53:49,18.47,WEB,CDMX,False,18.65,0,APROBADA
100387,1,2026-03-23 13:16:58,24.83,APP,CDMX,False,18.65,0,APROBADA
100388,9,2026-03-26 20:05:57,146.08,ATM,CDMX,True,210.6,0,APROBADA
100389,150,2026-03-14 04:31:01,124.32,SUCURSAL,CDMX,True,167.65,0,APROBADA
100390,7,2026-03-09 08:28:56,84.75,WEB,CDMX,True,91.7,0,APROBADA
100391,8,2026-03-16 13:56:35,117.35,SUCURSAL,CDMX,True,160.64,0,APROBADA
100392,7,2026-03-21 16:15:40,102.67,APP,OTRA,True,91.7,0,APROBADA
100393,9,2026-03-12 03:32:20,211.65,SUCURSAL,CDMX,False,210.6,0,APROBADA
100394,1,2026-03-23 22:39:43,88.3,APP,GDL,False,18.65,1,NO_APROBADA
100395,7,2026-03-06 03:15:42,125.04,WEB,CDMX,True,91.7,0,APROBADA
100396,1,2026-03-30 10:36:54,24.14,SUCURSAL,CDMX,False,18.65,0,APROBADA
100397,7,2026-03-08 18:20:51,91.1,ATM,GDL,True,91.7,0,APROBADA
100398,150,2026-03-19 00:36:12,108.42,SUCURSAL,CDMX,True,167.65,0,APROBADA
100399,1,,16.42,SUCURSAL,CDMX,False,18.65,0,APROBADA
100400,7,2026-03-11 22:11:58,112.28,ATM,CDMX,True,91.7,0,APROBADA
100401,7,2026-03-25 03:54:33,109.73,ATM,MTY,True,91.7,0,APROBADA
100402,150,2026-03-04 03:19:20,176.27,WEB,OTRA,True,167.65,0,APROBADA
100403,9,2026-03-21 23:11:45,161.04,ATM,CDMX,True,210.6,0,APROBADA
100404,8,2026-03-24 22:18:08,190.38,WEB,CDMX,True,160.64,0,APROBADA
100405,9,2026-03-28 03:02:11,207.87,ATM,OTRA,True,210.6,0,APROBADA
100406,9,2026-03-05 23:47:04,216.34,WEB,CDMX,True,210.6,0,APROBADA
100407,1,2026-03-30 14:42:40,16.99,ATM,CDMX,False,18.65,0,APROBADA
100408,1,2026-03-16 11:50:06,19.04,APP,CDMX,False,18.65,0,APROBADA
100409,7,2026-03-29 13:31:56,119.73,SUCURSAL,CDMX,True,91.7,0,APROBADA
100410,150,2026-03-05 01:33:41,730.6,WEB,CDMX,False,167.65,1,NO_APROBADA
100411,8,2026-03-04 02:21:10,189.77,SUCURSAL,CDMX,True,160.64,0,APROBADA
100412,1,2026-03-16 13:39:57,21.84,SUCURSAL,CDMX,False,18.65,0,APROBADA
100413,150,2026-03-29 04:10:03,141.84,APP,CDMX,True,167.65,0,APROBADA
100414,150,2026-03-16 22:25:43,917.29,WEB,OTRA,False,167.65,1,NO_APROBADA
100415,9,2026-03-05 18:23:00,215.01,SUCURSAL,CDMX,True,210.6,0,APROBADA
100416,9,2026-03-07 19:01:13,196.83,WEB,CDMX,True,210.6,0,APROBADA
100417,1,2026-03-01 02:48:26,56.31,WEB,GDL,False,18.65,1,NO_APROBADA
100418,7,2026-03-12 12:23:11,85.8,SUCURSAL,CDMX,True,91.7,0,APROBADA
100419,8,2026-03-19 01:09:48,153.73,APP,CDMX,True,160.64,0,APROBADA
100420,150,2026-03-08 22:53:24,147.73,SUCURSAL,OTRA,True,167.65,0,APROBADA
100421,7,2026-03-16 09:05:25,118.03,APP,CDMX,True,91.7,0,APROBADA
100422,150,2026-03-05 23:48:28,177.76,WEB,GDL,True,167.65,0,APROBADA
100423,7,2026-03-02 13:05:43,78.87,SUCURSAL,  cdmx  ,True,91.7,0,APROBADA
100424,150,2026-03-09 03:58:46,154.68,APP,CDMX,True,167.65,0,APROBADA
100425,8,2026-03-17 14:58:55,152.03,APP,CDMX,True,160.64,0,APROBADA
100426,9,2026-03-04 00:09:09,234.29,APP,OTRA,True,210.6,0,APROBADA
100427,150,2026-03-29 03:56:26,159.81,ATM,CDMX,True,167.65,0,APROBADA
100428,1,2026-03-09 11:25:09,17.98,SUCURSAL,CDMX,False,18.65,0,APROBADA
100429,7,2026-03-02 23:30:58,117.62,ATM,GDL,True,91.7,0,APROBADA
100430,8,2026-03-09 15:54:44,192.68,APP,GDL,True,160.64,0,APROBADA
100431,9,2026-03-25 23:17:46,193.01,SUCURSAL,CDMX,True,210.6,0,APROBADA
100432,9,2026-03-24 01:48:33,147.87,ATM,OTRA,SI,210.6,0,APROBADA
100433,150,2026-03-13 00:49:54,123.07,APP,CDMX,True,167.65,0,APROBADA
100434,1,2026-03-09 09:29:03,23.88,ATM,CDMX,False,18.65,0,APROBADA
100435,150,2026-03-13 23:43:01,120.98,WEB,CDMX,True,167.65,0,APROBADA
100436,9,2026-03-19 02:22:22,222.66,  web  ,MTY,True,210.6,0,APROBADA
100437,8,2026-03-01 12:03:10,123.61,WEB,OTRA,True,160.64,0,APROBADA
100438,9,2026-03-17 18:55:49,160.78,APP,CDMX,True,210.6,0,APROBADA
100439,1,2026-03-09 11:38:51,17.3,ATM,CDMX,False,18.65,0,APROBADA
100440,9,2026-03-28 23:29:16,238.92,WEB,CDMX,True,210.6,0,APROBADA
100441,9,2026-03-19 19:00:32,173.92,ATM,CDMX,True,210.6,0,APROBADA
100442,1,2026-03-03 23:46:40,81.1,APP,OTRA,False,18.65,1,NO_APROBADA
100443,8,2026-03-07 04:33:48,133.76,WEB,OTRA,True,160.64,0,APROBADA
100444,7,NA,93.3,ATM,CDMX,True,91.7,0,APROBADA
100445,1,2026-03-23 14:36:52,22.24,WEB,CDMX,False,18.65,0,APROBADA
100446,9,2026-03-30 23:32:19,151.71,WEB,OTRA,True,210.6,0,APROBADA
100447,7,2026-03-24 08:46:51,83.34,WEB,MTY,True,91.7,0,APROBADA
100448,7,2026-03-24 09:26:50,97.83,ATM,CDMX,True,91.7,0,APROBADA
100449,1,2026-03-16 09:55:40,15.44,APP,CDMX,False,18.65,0,APROBADA
100450,9,2026-03-17 22:26:03,189.1,WEB,CDMX,True,210.6,0,APROBADA
100451,150,2026-03-29 05:09:20,161.79,WEB,CDMX,True,167.65,0,APROBADA
100452,7,2026-03-11 20:03:00,80.12,SUCURSAL,CDMX,True,91.7,0,APROBADA
100453,7,2026-03-16 02:08:39,127.92,SUCURSAL,CDMX,True,91.7,0,APROBADA
100454,9,2026-03-01 18:34:12,203.72,ATM,MTY,True,210.6,0,APROBADA
100455,1,2026-03-23 09:40:46,17.75,WEB,CDMX,False,18.65,0,APROBADA
100456,1,2026-03-16 13:37:19,25.38,WEB,CDMX,True,18.65,0,APROBADA
100457,9,2026-03-24 02:38:33,156.05,ATM,  cdmx  ,True,210.6,0,APROBADA
100458,9,2026-03-12 21:10:58,258.19,SUCURSAL,CDMX,True,210.6,0,APROBADA
100459,7,2026-03-24 00:37:32,117.53,WEB,CDMX,True,91.7,0,APROBADA
100460,9,2026-03-29 22:49:34,152.97,APP,CDMX,False,210.6,0,APROBADA
100461,1,2026-03-02 14:07:26,19.69,SUCURSAL,CDMX,False,18.65,0,APROBADA
100462,7,2026-03-07 22:43:40,109.75,APP,CDMX,True,91.7,0,APROBADA
100463,8,2026-03-20 19:44:08,160.59,SUCURSAL,GDL,True,160.64,0,APROBADA
100464,8,2026-03-04 03:31:12,192.58,WEB,CDMX,True,160.64,0,APROBADA
100465,8,2026-03-23 13:18:10,166.94,APP,CDMX,True,160.64,0,APROBADA
100466,9,2026-03-11 21:00:00,157.9,APP,OTRA,True,210.6,0,APROBADA
100467,1,2026-03-07 02:43:06,94.21,WEB,GDL,True,18.65,1,NO_APROBADA
100468,8,2026-03-09 14:03:06,165.91,WEB,MTY,True,160.64,0,APROBADA
100469,9,2026-03-24 19:06:54,217.66,APP,CDMX,True,210.6,0,APROBADA
100470,8,2026-03-12 14:39:17,115.24,APP,CDMX,True,160.64,0,APROBADA
100471,9,2026-03-15 22:53:24,235.63,SUCURSAL,CDMX,True,210.6,0,APROBADA
100472,1,2026-03-09 14:46:03,19.79,WEB,CDMX,False,18.65,0,APROBADA
100473,150,2026-03-22 05:11:39,182.63,SUCURSAL,CDMX,True,167.65,0,APROBADA
100474,7,2026-03-16 15:07:56,109.3,SUCURSAL,CDMX,True,91.7,0,APROBADA
100475,1,2026-03-01 00:48:00,46.96,WEB,CDMX,False,18.65,1,NO_APROBADA
100476,150,2026-03-04 04:42:46,162.73,WEB,CDMX,True,167.65,0,APROBADA
100477,7,2026-03-27 17:57:39,100.33,APP,CDMX,True,91.7,0,APROBADA
100478,9,2026-03-28 01:55:10,179.71,APP,CDMX,True,210.6,0,APROBADA
100479,8,2026-03-02 16:14:35,146.32,SUCURSAL,CDMX,True,160.64,0,APROBADA
100480,150,2026-03-15 23:54:31,172.07,SUCURSAL,CDMX,True,167.65,0,APROBADA
100481,1,2026-03-26 00:37:06,83.35,APP,OTRA,True,18.65,1,NO_APROBADA
100482,150,2026-03-18 01:41:42,178.49,SUCURSAL,MTY,True,167.65,0,APROBADA
100483,9,2026-03-11 02:49:39,194.3,SUCURSAL,CDMX,True,210.6,0,APROBADA
100484,1,2026-03-30 14:14:00,23.6,ATM,CDMX,False,18.65,0,APROBADA
100485,150,2026-03-17 03:44:06,169.52,APP,MTY,True,167.65,0,APROBADA
100486,9,2026-03-04 22:39:12,165.87,WEB,CDMX,True,210.6,0,APROBADA
100487,7,2026-03-23 10:06:48,110.33,SUCURSAL,CDMX,True,91.7,0,APROBADA
100488,1,2026-03-04 05:28:44,82.19,WEB,CDMX,False,18.65,1,NO_APROBADA
100489,9,2026-03-27 03:30:59,237.83,WEB,CDMX,True,210.6,0,APROBADA
100490,1,2026-03-16 14:38:38,25.75,ATM,CDMX,False,18.65,0,APROBADA
100491,7,2026-03-09 12:21:18,112.0,SUCURSAL,GDL,True,91.7,0,APROBADA
100492,150,2026-03-10 03:45:47,131.15,WEB,CDMX,True,167.65,0,APROBADA
100493,8,2026-03-30 21:08:45,134.01,WEB,CDMX,True,160.64,0,APROBADA
100494,1,2026-03-30 11:35:30,20.41,SUCURSAL,CDMX,False,18.65,0,APROBADA
100495,9,2026-03-26 18:33:06,146.79,APP,CDMX,True,210.6,0,APROBADA
100496,8,2026-03-25 05:18:43,175.59,ATM,CDMX,True,160.64,0,APROBADA
100497,7,2026-03-25 17:02:22,114.37,SUCURSAL,CDMX,True,91.7,0,APROBADA
100498,7,2026-03-24 20:35:24,111.77,WEB,CDMX,True,91.7,0,APROBADA
100499,1,2026-03-30 12:24:26,17.02,ATM,GDL,True,18.65,0,APROBADA
100500,150,2026-03-28 05:53:14,159.3,ATM,  cdmx  ,True,167.65,0,APROBADA
100501,7,2026-03-10 14:11:43,100.83,APP,CDMX,True,91.7,0,APROBADA
100502,9,2026-03-02 00:17:35,170.6,ATM,CDMX,True,210.6,0,APROBADA
100503,8,2026-03-15 22:59:09,109.58,APP,CDMX,True,160.64,0,APROBADA
100504,150,2026-03-27 02:31:50,152.29,ATM,CDMX,True,167.65,0,APROBADA
100505,7,2026-03-17 02:50:32,75.52,WEB,CDMX,True,91.7,0,APROBADA
100506,7,2026-03-29 06:42:21,115.16,ATM,CDMX,True,91.7,0,APROBADA
100507,150,2026-03-16 22:07:42,160.23,ATM,CDMX,True,167.65,0,APROBADA
100508,150,2026-03-08 22:43:56,115.2,ATM,CDMX,True,167.65,0,APROBADA
100509,8,2026-03-18 23:18:01,148.81,ATM,CDMX,True,160.64,0,APROBADA
100510,8,2026-03-29 20:12:20,174.6,APP,GDL,True,160.64,0,APROBADA
100511,150,2026-03-01 23:13:42,123.5,WEB,MTY,True,167.65,0,APROBADA
100512,9,2026-03-21 19:47:43,144.55,WEB,CDMX,True,210.6,0,APROBADA
100513,1,2026-03-02 10:50:16,17.1,APP,CDMX,False,18.65,0,APROBADA
100514,9,2026-03-15 00:27:20,140.71,APP,CDMX,True,210.6,0,APROBADA
100515,150,2026-03-03 22:44:54,131.09,APP,CDMX,True,167.65,0,APROBADA
100516,8,2026-03-20 02:18:48,107.77,SUCURSAL,CDMX,True,160.64,0,APROBADA
100517,7,2026-03-18 07:08:47,87.7,SUCURSAL,CDMX,True,91.7,0,APROBADA
100518,7,2026-03-10 21:56:58,103.3,ATM,GDL,True,91.7,0,APROBADA
100519,1,2026-03-02 09:36:38,17.66,SUCURSAL,CDMX,False,18.65,0,APROBADA
100520,8,2026-03-07 13:57:41,180.13,WEB,CDMX,True,160.64,0,APROBADA
100521,7,2026-03-04 05:42:51,102.98,APP,OTRA,True,91.7,0,APROBADA
100522,8,2026-03-22 02:16:06,134.78,WEB,CDMX,True,160.64,0,APROBADA
100523,7,2026-03-22 20:15:06,89.07,ATM,CDMX,True,91.7,0,APROBADA
100524,9,2026-03-11 03:42:19,177.96,WEB,CDMX,True,210.6,0,APROBADA
100525,9,2026-03-06 18:20:15,173.2,WEB,CDMX,True,210.6,0,APROBADA
100526,8,2026-03-05 21:46:21,132.49,SUCURSAL,CDMX,True,160.64,0,APROBADA
100527,150,2026-03-04 00:41:38,122.68,APP,GDL,True,167.65,0,APROBADA
100528,1,2026-03-17 04:33:09,51.61,APP,OTRA,False,18.65,1,NO_APROBADA
100529,1,2026-03-23 11:34:57,18.71,SUCURSAL,CDMX,False,18.65,0,APROBADA
100530,150,2026-03-24 02:08:29,164.64,APP,CDMX,True,167.65,0,APROBADA
100531,150,2026-03-22 00:48:32,190.38,WEB,CDMX,True,167.65,0,APROBADA
100532,7,2026-03-24 23:30:22,73.77,APP,CDMX,True,91.7,0,APROBADA
100533,8,2026-03-08 01:42:13,184.34,ATM,CDMX,True,160.64,0,APROBADA
100534,1,2026-03-09 04:54:41,77.58,WEB,OTRA,False,18.65,1,NO_APROBADA
100535,9,2026-03-21 00:23:37,248.87,APP,CDMX,True,210.6,0,APROBADA
100536,150,2026-03-13 03:52:55,159.38,ATM,CDMX,True,167.65,0,APROBADA
100537,150,2026-03-29 00:28:10,124.04,WEB,CDMX,True,167.65,0,APROBADA
100538,7,2026-03-06 11:38:45,89.81,APP,CDMX,True,91.7,0,APROBADA
100539,1,2026-03-16 14:30:30,18.93,WEB,CDMX,False,18.65,0,APROBADA
100540,7,2026-03-02 04:36:37,123.45,WEB,CDMX,True,91.7,0,APROBADA
100541,7,2026-03-02 05:16:59,128.15,WEB,CDMX,True,91.7,0,APROBADA
100542,1,2026-03-24 22:13:06,99.29,APP,MTY,True,18.65,1,NO_APROBADA
100543,9,2026-03-06 21:53:26,161.83,WEB,CDMX,True,210.6,0,APROBADA
100544,150,2026-03-09 00:46:43,125.68,ATM,OTRA,True,167.65,0,APROBADA
100545,9,2026-03-05 19:01:12,197.1,SUCURSAL,OTRA,True,210.6,0,APROBADA
100546,150,2026-03-20 22:56:50,186.18,APP,CDMX,True,167.65,0,APROBADA
100547,150,2026-03-27 22:57:49,108.91,SUCURSAL,CDMX,True,167.65,0,APROBADA
100548,150,2026-03-14 01:51:30,186.71,SUCURSAL,CDMX,True,167.65,0,APROBADA
100549,150,2026-03-04 04:08:16,112.54,SUCURSAL,CDMX,True,167.65,0,APROBADA
100550,150,2026-03-29 04:16:12,157.02,APP,CDMX,True,167.65,0,APROBADA
100551,1,2026-03-23 09:24:41,18.35,WEB,CDMX,False,18.65,0,APROBADA
100552,7,2026-03-14 20:37:16,106.71,ATM,MTY,True,91.7,0,APROBADA
100553,9,2026-03-25 21:26:35,198.05,SUCURSAL,CDMX,True,210.6,0,APROBADA
100554,8,2026-03-19 11:49:45,164.34,SUCURSAL,CDMX,True,160.64,0,APROBADA
100555,7,2026-03-15 22:10:06,118.05,WEB,CDMX,True,91.7,0,APROBADA
100556,150,2026-03-23 22:10:24,159.02,APP,GDL,True,167.65,0,APROBADA
100557,1,2026-03-09 11:14:23,25.17,APP,CDMX,False,18.65,0,APROBADA
100558,9,2026-03-20 02:18:45,192.68,APP,GDL,True,210.6,0,APROBADA
100559,7,2026-03-28 21:59:51,100.63,ATM,CDMX,True,91.7,0,APROBADA
100560,7,2026-03-20 05:43:02,79.45,ATM,CDMX,False,91.7,0,APROBADA
100561,8,2026-03-25 12:22:42,106.38,SUCURSAL,CDMX,True,160.64,0,APROBADA
100562,1,2026-03-30 09:35:18,16.72,ATM,CDMX,False,18.65,0,APROBADA
100563,7,2026-03-15 12:36:00,103.52,ATM,CDMX,True,91.7,0,APROBADA
100564,150,2026-03-10 03:07:51,144.85,ATM,OTRA,True,167.65,0,APROBADA
100565,9,2026-03-19 01:49:15,247.58,ATM,MTY,True,210.6,0,APROBADA
100566,1,2026-03-16 09:16:04,22.12,SUCURSAL,CDMX,False,18.65,0,APROBADA
100567,7,2026-03-26 10:26:22,87.24 MXN,APP,CDMX,True,91.7,0,APROBADA
100568,9,2026-03-22 23:04:35,247.32,WEB,CDMX,True,210.6,0,APROBADA
100569,8,2026-03-06 23:43:59,171.19,WEB,CDMX,True,160.64,0,APROBADA
100570,8,2026-03-07 07:12:53,114.6,WEB,MTY,True,160.64,0,APROBADA
100571,1,2026-03-23 14:31:39,14.51,APP,CDMX,False,18.65,0,APROBADA
100572,9,2026-03-12 03:20:31,249.92,ATM,CDMX,True,210.6,0,APROBADA
100573,8,2026-03-13 07:48:36,148.05,WEB,CDMX,True,160.64,0,APROBADA
100574,150,2026-03-02 03:25:55,151.64,WEB,CDMX,True,167.65,0,APROBADA
100575,8,2026-03-23 00:00:43,137.54,WEB,CDMX,True,160.64,0,APROBADA
100576,8,2026-03-06 17:16:15,137.93,ATM,CDMX,True,160.64,0,APROBADA
100577,9,2026-03-14 21:26:44,194.09,ATM,CDMX,True,210.6,0,APROBADA
100578,150,2026-03-05 01:52:06,139.28,ATM,OTRA,True,167.65,0,APROBADA
100579,7,2026-03-26 23:09:30,129.73,APP,CDMX,True,91.7,0,APROBADA
100580,150,2026-03-18 03:50:31,109.29,ATM,CDMX,True,167.65,0,APROBADA
100581,1,2026-03-23 10:03:13,19.4,ATM,CDMX,False,18.65,0,APROBADA
100582,8,2026-03-09 11:23:35,136.6,ATM,CDMX,True,160.64,0,APROBADA
100583,150,2026-03-07 00:49:18,174.73,ATM,CDMX,True,167.65,0,APROBADA
100584,9,2026-03-29 19:24:39,244.19,ATM,CDMX,True,210.6,0,APROBADA
100585,8,2026-03-14 20:39:36,135.93,SUCURSAL,GDL,True,160.64,0,APROBADA
100586,8,2026-03-11 20:18:45,184.89,ATM,CDMX,True,160.64,0,APROBADA
100587,8,2026-03-24 18:33:28,116.25,SUCURSAL,CDMX,True,160.64,0,APROBADA
100588,7,2026-03-22 08:47:44,75.73,APP,CDMX,True,91.7,0,APROBADA
100589,9,2026-03-18 18:01:49,152.47,SUCURSAL,CDMX,True,210.6,0,APROBADA
100590,150,2026-03-05 23:41:59,130.58,SUCURSAL,CDMX,True,167.65,0,APROBADA
100591,7,2026-03-05 16:53:10,124.92,APP,CDMX,True,91.7,0,APROBADA
100592,9,2026-03-15 02:59:17,204.71,SUCURSAL,CDMX,True,210.6,0,APROBADA
100593,150,2026-03-20 05:40:47,132.87,SUCURSAL,CDMX,True,167.65,0,APROBADA
100594,8,2026-03-16 17:14:51,128.38,APP,CDMX,True,160.64,0,APROBADA
100595,8,2026-03-01 00:33:52,105.75,WEB,CDMX,True,160.64,0,APROBADA
100596,9,2026-03-25 01:19:00,235.61,SUCURSAL,CDMX,True,210.6,0,APROBADA
100597,150,2026-03-12 01:26:56,171.34,SUCURSAL,CDMX,True,167.65,0,APROBADA
100598,9,2026-03-27 00:14:16,231.74,APP,CDMX,True,210.6,0,APROBADA
100599,150,2026-03-26 02:18:41,121.42,ATM,CDMX,True,167.65,0,APROBADA
100600,8,2026-03-04 20:29:39,121.9,SUCURSAL,CDMX,True,160.64,0,APROBADA
100601,1,2026-03-03 03:12:12,107.04,APP,GDL,True,18.65,1,NO_APROBADA
100602,1,2026-03-09 09:09:00,23.43,SUCURSAL,CDMX,False,18.65,0,APROBADA
100603,9,2026-03-12 01:44:50,254.2,APP,CDMX,True,210.6,0,APROBADA
100604,1,2026-03-09 15:25:04,17.0,SUCURSAL,CDMX,False,18.65,0,APROBADA
100605,9,2026-03-27 18:07:49,169.66,WEB,CDMX,True,210.6,0,APROBADA
100606,1,2026-03-09 12:47:49,19.67,APP,CDMX,False,18.65,0,APROBADA
